query,docid,contents,modality,relevant
how does COVID-19 affect lung tissue,JMV-98-e70863_chunk30,"mice [ 22 , 23 ]. Similarly, inhibition of complement activation was found to not only alleviate lung injury but also reduce inflammation and viral load in lung tissues, in both H7N9‐infected monkey models and MERS‐CoV‐infected mouse models [ 24 , 27 ]. Additionally, in a murine model of SARS‐CoV infection, the absence of the C3 gene decreased pulmonary neutrophilic infiltration and attenuated systemic inflammation [ 28 ]. Since the onset of COVID‐19 pandemic, a plethora of studies have consistently demonstrated a correlation between complement dysregulation and COVID‐19 severity [ 3 , 29 , 30 ]. The COVID‐19 severity directly affects the magnitude of complement activation [ 9 , 18 , 31 ]. However, these studies on complement primarily commenced during the early stages of the COVID‐19 epidemic, thereby failing to fully consider the impact of vaccine‐induced immunity and viral mutations on the complement immune response. Furthermore, previous studies [ 7 , 12 , 32 , 33 , 34 , 35 , 36 ] did not elucidate the kinetics of the complement immune response among vaccinated patients with varying degrees of COVID‐19 severity during acute infection. The optimal timing for complement intervention in severe vaccination‐COVID‐19 to prevent immune damage secondary to excessive complement activation remains an unresolved issue within this field. Here, we have not only found that inactivated vaccine immunization had no effect on the complement immune response in healthy individuals, but also established a kinetic model of the complement immune response across different severities of vaccination‐COVID‐19 during acute",text,1
how does COVID-19 affect lung tissue,biomedicines-09-00348_chunk6,"responses of the severe Coronavirus Disease 19 (COVID-19) phenotype, possibly because it reduces the hyperinflammation present in the advanced stage that generally marks severe respiratory viral diseases [ 16 ]. It is important to remember that distinctive immunological alterations have been observed during COVID-19: in particular in the plasma of severe patients, inflammatory cytokines (IL-6, TNF-α, IL-10, IL-2, IL-7, CXCL10, CCL2, CCL3) are present in much higher concentrations (“cytokine storm”). These aspects are associated with inflammation, parenchymal damage, and pulmonary infiltrates with extensive lung tissue damage [ 17 , 18 ]. Furthermore, the real role of eosinophils in the context of infections has not been precisely established yet. Eosinophils are reduced in peripheral blood from SARS-CoV-2 infected patients [ 19 ]. Eosinophilic cells blood count seems to have a major role in COVID-19 diagnosis and prognosis. Eosinopenia has been associated in up to 81% of cases and was proposed as a possible diagnostic marker for the disease. Persistent eosinopenia was associated with higher mortality [ 20 ]. A realistic hypothesis is that the increase in the number of eosinophils in the airways of asthmatic patients could be protective against excessive inflammatory responses in cases of severe COVID-19. In preclinical studies, it was shown that eosinophils are equipped with a series of molecular tools that allow them to recognize, respond and orchestrate antiviral responses in the airways [ 21 ]. There are very recent data about eosinophils regarding COVID-19, which although limited does not indicate that patients with eosinophil-associated diseases will",text,1
how does COVID-19 affect lung tissue,ijms-23-14898_chunk0,"The Connection between Gut and Lung Microbiota, Mast Cells, Platelets and SARS-CoV-2 in the Elderly Patient The human coronavirus SARS-CoV-2 or COVID-19 that emerged in late 2019 causes a respiratory tract infection and has currently resulted in more than 627 million confirmed cases and over 6.58 million deaths worldwide up to October 2022. The highest death rate caused by COVID-19 is in older people, especially those with comorbidities. This evidence presents a challenge for biomedical research on aging and also identifies some key players in inflammation, including mast cells and platelets, which could represent important markers and, at the same time, unconventional therapeutic targets. Studies have shown a decrease in the diversity of gut microbiota composition in the elderly, particularly a reduced abundance of butyrate-producing species, and COVID-19 patients manifest faecal microbiome alterations, with an increase in opportunistic pathogens and a depletion of commensal beneficial microorganisms. The main purpose of this narrative review is to highlight how an altered condition of the gut microbiota, especially in the elderly, could be an important factor and have a strong impact in the lung homeostasis and COVID-19 phenomenon, jointly to the activation of mast cells and platelets, and also affect the outcomes of the pathology. Therefore, a targeted and careful control of the intestinal microbiota could represent a complementary intervention to be implemented for the management and the challenge against COVID-19. 1. Introduction The human coronavirus SARS-CoV-2 or COVID-19 that emerged in late 2019 causes a respiratory tract infection of the COVID-19 disease",text,1
antibiotic resistance mechanisms in bacteria,ADVS-13-e03023_chunk48,"strains compared to MSI‐78 alone. Most conventional antibiotics operate through a single target and mechanism, which gives bacteria more opportunities to develop mutations at specific sites, facilitating the development of antibiotic resistance. [ 19 , 57 ] In contrast, AMPs employ complex mechanisms of action and act quickly to kill bacteria, making it difficult for bacteria to develop resistance. [ 55 ] Therefore, combining the two agents has become a common approach to prevent drug resistance and rapidly eradicate bacteria. [ 12 , 58 ] Our results indicate that Vm‐MSI demonstrates synergistic antimicrobial effects with polymyxin B, ciprofloxacin, and gentamicin (Figure 5 ). Notably, the combination of Vm‐MSI with polymyxin B enhanced antibacterial activity by 8–32 times, and significant synergistic effects were observed with other antibiotics as well. This demonstrates that Vm‐MSI, when combined with other antibiotics, can effectively eliminate drug‐resistant and Gram‐negative bacteria. Additionally, while bacteria developed resistance to ciprofloxacin and vancomycin after less than 20 generations of continuous culture at sub‐MIC, few bacteria developed stable resistance to Vm‐MSI and MSI‐78 (Figure 2 ). The low frequency of resistance to the multi‐mechanism Vm‐MSI underscores its considerable potential for clinical application. The diverse mechanisms of AMP enable them to synergize effectively with antibiotics. To investigate this in depth, we focused on two key antibacterial mechanisms common to AMP: membrane disruption and the induction of bacterial oxidative stress. Our findings show that Vm‐MSI significantly compromises the structural and functional integrity of the bacterial cell membrane by altering its permeability, fluidity, and",text,1
antibiotic resistance mechanisms in bacteria,ijms-23-15779_chunk0,"Role of Efflux Pumps on Antimicrobial Resistance in Pseudomonas aeruginosa Antimicrobial resistance is an old and silent pandemic. Resistant organisms emerge in parallel with new antibiotics, leading to a major global public health crisis over time. Antibiotic resistance may be due to different mechanisms and against different classes of drugs. These mechanisms are usually found in the same organism, giving rise to multidrug-resistant (MDR) and extensively drug-resistant (XDR) bacteria. One resistance mechanism that is closely associated with the emergence of MDR and XDR bacteria is the efflux of drugs since the same pump can transport different classes of drugs. In Gram-negative bacteria, efflux pumps are present in two configurations: a transmembrane protein anchored in the inner membrane and a complex formed by three proteins. The tripartite complex has a transmembrane protein present in the inner membrane, a periplasmic protein, and a porin associated with the outer membrane. In Pseudomonas aeruginosa , one of the main pathogens associated with respiratory tract infections, four main sets of efflux pumps have been associated with antibiotic resistance: MexAB-OprM, MexXY, MexCD-OprJ, and MexEF-OprN. In this review, the function, structure, and regulation of these efflux pumps in P. aeruginosa and their actions as resistance mechanisms are discussed. Finally, a brief discussion on the potential of efflux pumps in P. aeruginosa as a target for new drugs is presented. 1. The Silent Pandemic of Antimicrobial-Resistant Bacteria Antibiotics revolutionized medicine in the 1930s–1940s, allowing millions of lives to be saved due to their ability to end infections caused",text,1
antibiotic resistance mechanisms in bacteria,11356_2021_Article_17733_chunk32,"through the interaction with the penicillin-binding proteins and glycopeptides that associate with peptidoglycan of cell wall, inducing cell death. Antibiotics belonging to macrolide and aminoglycoside class can easily enter to cytoplasm and then produce intermediates D-glucose and L-streptose which can be further decomposed in the tricarboxylic acid cycle (Lu et al. 2021 ). Anammox bacteria are characterized as slow-growth microorganisms. Furthermore, Levin-Reisman et al. ( 2017 ) indicated that slow-growing bacteria are more prone to develop antibiotic resistance than fast-growing bacteria. For instance, Liu et al. ( 2018 ) showed that slow-growing bacteria involved in the nitrification process are more likely to accept tetracycline resistance genes under trace TC exposure. It could be suspected that bacterial slow growth predisposes them to such adaptation. Zhang et al. ( 2019c ) theorized that, due to the presence of OTC and SMX, there are four possible mechanisms of anammox bacteria that can be used to avoid the deleterious effects of antibiotic exposure: (i) produce protective layer of EPSs, (ii) aggregation of dominant microbes as a potential resistance species, (iii) regulation of the functional genes by dominant microbes as the adaptation effect to the external disturbance, (iv) increasing tolerance of anammox bacteria to SMX and OTC by the increased relative abundance of antibiotic resistance bacteria and ARGs transfer (Zhang et al. 2019c ). Analysis of the ARGs responsible for the acquired antibiotic resistance within anammox systems has highlighted the efflux pump as the most common resistance mechanism against OTC (Shi et al. 2017 ).",text,1
antibiotic resistance mechanisms in bacteria,284_2022_Article_3029_chunk2,"30,000-year-old permafrost sediments was analyzed, it was discovered to contain several genes for β-lactam, carbapenem, and vancomycin resistance and to be strikingly similar to their modern counterparts [ 1 ]. This suggests that the widespread use of antibiotics in modern times has favored the resistance determinants that were already present in the bacterial pan-genome. Thus, the antibiotic resistome, or the diversity of the genes responsible for antibacterial resistance must be thoroughly understood before new mechanisms for inhibiting bacterial growth can be developed [ 2 ]. In the year 2021, Lopatkin et al. discovered that antibiotic resistance may be conferred by mutations in the core metabolic genes which regulate innate pathways in bacteria [ 3 ]. Since antibiotic treatment affects metabolic pathways in bacteria in numerous complex ways, it is reasonable to investigate the plethora of metabolic changes that may confer resistance. As a result, metabolic mutations must be considered as a new mechanism of resistance in addition to the three major mechanisms of resistance: target modification, drug inactivation, and drug transportation. Pathogens, armed with these mechanisms, are constantly in conflict with researchers trying to render them inactive. It has been proposed that antibacterial resistance is inevitable and likely to persist even if antibiotic use is reduced [ 4 ]. Moreover, the overuse of antibiotics through over-the-counter prescriptions, which generally do not follow clinical guidelines, contributes significantly to the spread of resistance. Developing countries use antibiotics more indiscriminately than developed countries, but it is evident that even the high-income countries face",text,1
antibiotic resistance mechanisms in bacteria,ADVS-13-e03023_chunk47,"that are difficult to eradicate, potentially leading to significant safety concerns. [ 20 ] Biofilm formation progresses through four stages: adhesion, growth, differentiation, and colonization. [ 21 ] The mucus matrix, composed of polysaccharides, proteins, DNA, and other compounds produced during bacterial colonization, can inhibit antibiotic penetration and reduce their killing effectiveness. [ 20 , 35 , 55 , 56 ] As mentioned above, bacterial motility enables strong migration, [ 33 ] facilitating biofilm formation that allows bacteria to evade immune clearance and resist antibiotics, ultimately leading to the formation of persistent cells. Once survival pressures decrease, these dormant, antibiotic‐resistant bacteria can reactivate, causing recurrent infections. Vm‐MSI, with its ability to inhibit bacterial motility and rapid bactericidal action, effectively slows bacterial adhesion and colonization, destroying most bacteria before biofilm formation can begin (Figures 2 and 3 ). Additionally, the amphiphilic nature of MSI‐78 allows it to penetrate biofilm matrices, targeting bacteria within biofilms and eliminating both biofilm structures and resident cells. Vm‐MSI eliminated 99% of resident bacteria under biofilms at a concentration of 8 µ m , an efficacy surpassing that of vancomycin (Figure 4 ). Moreover, at this concentration, Vm‐MSI showed superior anti‐biofilm and anti‐persister cell activity against multidrug‐resistant strains compared to MSI‐78 alone. Most conventional antibiotics operate through a single target and mechanism, which gives bacteria more opportunities to develop mutations at specific sites, facilitating the development of antibiotic resistance. [ 19 , 57 ] In contrast, AMPs employ complex mechanisms of action and act quickly to kill",text,1
antibiotic resistance mechanisms in bacteria,RA-015-D5RA01711D_chunk11,"to endure antibiotic exposure. 52 The emergence of antibiotic resistance in biofilms is supported by various factors, the sustained presence of a sizable population of bacterial cells that withstand antibiotic treatment due to the resilience of slow-growing segments and the existence of persisters, alongside a high mutation rate. The dormant subset of cells within biofilms endures high antibiotic concentrations, displaying considerable tolerance that eventually fosters the emergence of resistant strains. The susceptibility of bacteria to antibiotics is influenced by their cellular metabolic state, and a shift in metabolism is often linked to antibiotic resistance ( Fig. 3 ). 53–55 Fig. 3 Various mechanisms employed by bacteria within biofilms to withstand the effectiveness of administered antibiotics. Bacteria within biofilms employ four mechanisms to develop resistance: (1) production of EPS, which obstructs antibiotic penetration and the specialized microenvironment (hypoxic and acidic) which degrades antimicrobials, (2) entering dormancy with decreased metabolic activities, (3) possessing horizontal gene transfer abilities, and (4) experiencing enhanced spontaneous mutations alongside the persistence of multispecies populations. Reproduced from ref. 4 with permission from Springer Nature 2023. Colored regions in the figure represent different subpopulations within the biofilm: metabolically active cells ( e.g. , red or orange) located at the surface, slow-growing or dormant persister cells ( e.g. , blue or purple) embedded deeper within the matrix, and regions of horizontal gene transfer activity ( e.g. , green) indicative of genetic exchange. A recent study demonstrated that fluctuations in intracellular glucose levels can induce resistance development in E. coli subjected",text,1
antibiotic resistance mechanisms in bacteria,AN20758251-14-02-071_chunk0,"Imidazole Derivative As a Novel Translation Inhibitor Searching for novel compounds with antibiotic activity and understanding their mechanism of action is extremely important. The ribosome is one of the main targets for antibiotics in bacterial cells. Even if the molecule does not suit the clinical application for whatever reasons, an investigation of its mechanism of action can deepen our understanding of the ribosome function. Such data can inform us on how the already used translational inhibitors can be modified. In this study, we demonstrate that 1-(2-oxo-2-((4-phenoxyphenyl) INTRODUCTION The coronavirus pandemic has highlighted the problem of human vulnerability to pathogens. The outlook for the expansion of antibiotic resistance in bacteria is also unfavorable. According to the Organization for Economic Cooperation and Development (OECD), approximately 17% of infectious diseases in OECD member countries were rooted in antibiotic resistance of bacteria in 2015. In the Russian Federation, the percentage of such diseases exceeds 40% [1]. As of 2016, ~700,000 people die each year from infections caused by antibiotic-resistant bacteria. According to a prediction published in 2016, the number of deaths caused by resistant bacteria may be as high as 10 million people by 2050 [2]. Hence, modern science currently faces the challenge of coming up with novel antibiotics. The protein synthesis occurring on ribosomes is the vital process through which the genetic information in the mRNA is translated into the amino acid sequence of a protein. The bacterial ribosome consists of three ribosomal RNAs (16S, 23S, and 5S) and more than 50 proteins,",text,1
antibiotic resistance mechanisms in bacteria,284_2022_Article_3029_chunk24,"strategies to attain a synergy to which the emergence of resistance may be negligible is an interesting approach. This approach has been followed to tackle infections by multidrug-resistant bacteria through either antibiotic–antibiotic combination, or through the combination of antibiotics with adjuvants that either directly target resistance mechanisms or indirectly enhances the effect of antibiotics by inhibiting its efflux or targets bacterial signaling mechanisms [ 44 ]. Figure 2 shows a schematic representation of a combination therapy that can be adopted using AMPs, EPIs, and bacteriophages as adjuvants along with commonly used antibiotics. Fig. 2 Schematic representation of the combinatorial approach using a combination of antibiotics or using antibiotics with appropriate adjuvants including antimicrobial peptides, efflux pump inhibitors, and bacteriophages, enhance the performance of the antibiotics for treatment of drug-resistant pathogens This approach can greatly enhance the efficacy of already in-use antibiotics or can be used to sensitize the bacteria before the action of antibiotics. In the recent times, clinical practice has demonstrated success in the combination of two or more antibiotics or a combination of antibiotics with adjuvants. The combination of antibiotics or other drugs is focused on targeting multiple targets to effectively kill the pathogen leaving less or no chance for the pathogen to develop resistance. The combination of antibiotics can follow three strategies including targeting different pathways, for example, the treatment of Mycobacterium tuberculosis infections was done using four different antibiotics such as isoniazid, rifampicin, ethambutol, and pyrazinamide. Another strategy is to inhibit different targets in the same",text,1
antibiotic resistance mechanisms in bacteria,IEAM-15-312_chunk1,"that all stakeholders be involved in effective stewardship across antibiotic production, use, and disposal. As a mechanism to survive in the presence of toxic environmental factors, bacteria develop resistance naturally via spontaneous mutation and/or through acquisition of genetic determinants from other bacteria (Munita and Arias 2016 ). Patient use of antibiotics for viral infections or other ailments not caused by bacteria, as well as their use of incorrect dosages, exposes bacteria needlessly to antibiotics. This exposure presents the selective pressure necessary to allow antibiotic‐resistant bacteria to emerge. In addition, antibiotic use in animals as a protective measure or to promote growth increases human antibiotic exposure through the food chain and the environment from animal waste. The elevated presence of antibiotics in the environment is believed to be increasing the rate of antibiotic resistance selection (Wright 2010 ; Finley et al. 2013 ; Bengtsson‐Palme et al. 2018 ), although the relationship and significance of environmental reservoirs of resistance and adverse human health impacts is still under investigation. Current evidence links the overall global distribution of antibiotics released to the environment to patient and animal excretion (Boxall et al. 2012 ). Manufacturing effluents from antibiotic production sites also have been postulated to contribute to AMR development locally (Kleywegt et al. 2019 ; Larsson 2014 ; Larsson et al. 2007, 2018 ). Thus, given the seriousness of the health threat, all sources of antibiotics to the environment are being examined and reductions being sought as part of this “one health” approach. The use",text,1
antibiotic resistance mechanisms in bacteria,284_2022_Article_3029_chunk3,"even if antibiotic use is reduced [ 4 ]. Moreover, the overuse of antibiotics through over-the-counter prescriptions, which generally do not follow clinical guidelines, contributes significantly to the spread of resistance. Developing countries use antibiotics more indiscriminately than developed countries, but it is evident that even the high-income countries face challenges of access and excess [ 5 ]. As a result, novel strategies for dealing with these new realities are desperately needed. Recent strategies being developed by researchers all over the world, as well as the current state of antibiotic resistance, have been highlighted in this review. Current research is focusing on finding new alternatives to antibiotics, compounds that target previously ignored unconventional mechanisms of bacteria, and revisiting previously described methods. The information covered in this article is intended to give readers some ideas for commencing research and development for introducing new techniques to strengthen our fight against drug-resistant pathogens. The Current State of Antibiotic Resistance Resistance to commonly used antibiotics has recently peaked resulting in the emergence of multidrug-resistant bacteria capable of resisting the action of last resort antibiotics such as colistin and tigecycline. WHO recently published a report on the global shortage of novel antimicrobials in April 2021, concluding that the current antibiotic development pipelines and clinically approved antibiotics are insufficient to combat drug-resistant bacteria. [ 6 ]. The report analyzes the antibiotics in clinical development against pathogens outlined in February 2017 bacterial priority pathogens list. For the first time, WHO included non-traditional antibacterial medicines in its report,",text,1
antibiotic resistance mechanisms in bacteria,medicines-06-00021_chunk2,"bacterial cell wall [ 8 ]. Targeting the ribosomal complex results in abnormal protein synthesis, generating lethal effects [ 9 , 10 ]. Antibiotics can also exert their action through interference of metabolic reactions. The occurrence of antibiotic resistance was registered prior to its introduction in the treatment of the bacterial infection [ 11 ]. Major classes of novel broad- and narrow-spectrum antibiotics were discovered between 1940 and 1960 in what came to be known as antibiotics, termed the “Golden era” ( Figure 1 ) of antibiotic discovery. Treatments that were discovered in that timeframe, including Aminoglycoside, β-Lactam, Glycopeptides, Lipopeptides, Macrolides, Oxazolidones, Quinolones, Ansamycin, Streptogramins, Sulfonamides, and Tetracycline, have developed multidrug resistance (MDR) against bacterial pathogens. The MDR event eventually gave rise to bacterial strains that are now described as superbugs [ 12 ]. During the MDR snag, the superbugs thrived primarily due to their advanced ability to undermine antibiotic efficacy through genetic resistance and mutation [ 13 , 14 , 15 ]. Insights into the mechanism of antibiotic resistance suggest that the reason lies in the genetic, biochemical and physiological integrity of the pathogenic bacteria [ 16 ]. Genetic resistance is developed by the acquisition of DNA through gene transfer via either pilus-mediated fusion or through the process of transduction. Resistance induced by antibiotic alteration is observed where genetic mutation leads to the production of antibiotic deactivating enzymes. Additionally, genetic mutations may induce active-site receptor tampering targeted by the antibiotic treatment [ 17 ]. In gram-negative bacteria, the predominant",text,1
antibiotic resistance mechanisms in bacteria,pharmaceutics-15-01401_chunk10,"concentrations of antibiotics for a long period of time. Specifically, it is important to maintain antibiotics at concentrations higher than the minimum effective concentration (MEC) and less than the minimum toxic concentration (MTC) [ 16 ]. Some of the factors that affect the capacity of antibiotics to treat biofilm infections include the fact that these antibiotics cannot penetrate the extracellular matrix. For example, some antibiotics such as aminoglycosides are positively charged, while the extracellular matrix of the biofilm is negatively charged, which means that these antibiotics cannot successfully enter the biofilm. Another factor that contributes to resistance is that bacteria inside the biofilm have a different phenotype that encourages slow growth and reduced uptake of different nutrients and antibiotics, so if the antibiotics are not taken up by the bacteria, they will have reduced effectiveness. The third factor that contributes to the ineffectiveness of antibiotics is that enzymes within the biofilm can de-activate antimicrobial activity [ 16 ]. The failure of antibiotics to penetrate the biofilm means that bacteria on the surface might be exposed to lethal dosage of antimicrobials but the bacteria in the center will only be exposed to sub-inhibitory concentrations [ 17 ]. The effectiveness of the antibiotic will also depend on the type of bacteria that form the biofilm and the type of antibiotic used. Studies show that some antibiotics are more effective than others in penetrating the biofilm [ 17 , 18 , 19 ]. The bacteria strain influences the effectiveness of the antibiotics and",text,1
antibiotic resistance mechanisms in bacteria,ijms-23-15779_chunk4,"the antimicrobial resistance mechanisms can be classified as: (i) the production of enzymes that modify the antibiotic molecule, leading to inactivation or destruction of the drug; (ii) changes in membrane permeability, which prevents the absorption of external substances; (iii) protection or alteration of target; (iv) target superexpression; (v) target replacement; and, (vi) efflux pumps that expel toxic components [ 13 , 14 ]. Over the years, the selective pressure caused by the continuous use of various antimicrobial agents has led microorganisms to accumulate various resistance mechanisms. Whether by horizontal transfer of resistance genes or selection of resistant mutants, the acquisition of several resistance factors has led to the emergence of multidrug-resistant (MDR) bacteria. 2. Pseudomonas Aeruginosa P. aeruginosa is a Gram-negative bacillus commonly found in many environments, notably in soil and water exposed to intense human activity (e.g., wastewater-, hydrocarbon-, and pesticide-contaminated soil) [ 15 ]. It is an opportunistic bacteria related to healthcare infections, including ventilator-associated pneumonia (VAP), intensive care unit infections, central line-related bloodstream infections, surgical site infections, urinary tract infections, burn wound infections, keratitis, and otitis media [ 16 ]. This pathogen affects immunocompromised patients, in part due to its ability to evade both innate and acquired immune defenses through adhesion, colonization, and biofilm formation, and to produce various virulence factors that cause significant tissue damage. It also causes diseases with a high mortality rate in patients diagnosed with cystic fibrosis, neonatal infections, cancer, and severe burns [ 17 , 18 , 19 ]. Patients with cystic",text,1
antibiotic resistance mechanisms in bacteria,diagnostics-14-02599_chunk20,"resistance genes without discussing components such as efflux pumps, virulence factors, etc. Our study reveals common methods used worldwide to identify colistin resistance and recognized gene regions that are related to colistin resistance in A. baumannii . These epidemiological data will contribute to planning clinical research studies with larger samples. A. baumannii has become an essential pathogen due to its frequent occurrence in healthcare-associated infections, its virulence characteristics, and the diversity of its antibiotic resistance mechanisms. Due to the increasing prevalence of MDR strains, colistin has become widely used and thus, resistance rates have increased. The diversity of colistin resistance mechanisms in A. baumannii , including gene transfer, requires comprehensive information on these pathways. Extensive studies are needed to shed light on potential antibiotic resistance mechanisms. Due to the increasing prevalence of colistin-resistant strains, epidemiological studies, including sequence data investigating gene regions, will contribute to re-evaluating current therapeutic approaches.",text,1
antibiotic resistance mechanisms in bacteria,microorganisms-13-02198_chunk2,"10 ]. Its pathogenicity is largely enhanced by its ability to produce biofilms—complex, three-dimensional microbial communities encased in a self-produced extracellular matrix [ 11 ]. This structure not only provides physical protection from external threats, such as antibiotics and the host immune system, but also creates a microenvironment that promotes bacterial survival and adaptability under harsh conditions. Biofilm formation by P. aeruginosa is a well-documented contributor to its virulence and resistance mechanisms [ 12 , 13 , 14 , 15 ]. Infections caused by this pathogen, particularly in the respiratory tract, wounds, and medical devices, often become chronic due to its ability to resist antimicrobial treatments and evade immune responses [ 16 ]. The resilience of biofilms is partly attributed to the spatial heterogeneity within these structures. Oxygen and nutrient gradients, differential metabolic activity, and stress-induced responses collectively enable P. aeruginosa to survive otherwise lethal conditions [ 17 , 18 , 19 ]. The clinical implications of these biofilm properties are profound, as they necessitate innovative therapeutic approaches that target biofilm-specific processes. One environmental factor that significantly influences biofilm formation and architecture is osmotic stress. In clinical settings, P. aeruginosa often encounters varying osmolarity levels, particularly in environments like cystic fibrosis (CF) airways or infected wounds [ 9 ]. Osmotic stress arises when the extracellular osmolarity deviates from physiological levels, imposing selective pressure on microbial populations. This stress triggers a range of adaptive responses in P. aeruginosa , including alterations in gene expression, metabolic pathways, and biofilm production [ 20",text,1
antibiotic resistance mechanisms in bacteria,microorganisms-13-02198_chunk25,"marked resistance to third- and fourth-generation cephalosporins. These enzymatic patterns highlight distinct adaptive strategies between the clinical isolates, reflecting how P. aeruginosa can employ different resistance mechanisms—either through enzymatic degradation or membrane modifications—to survive in the antibiotic-rich clinical environment [ 44 , 45 ]. The heterogeneous antibiotic resistance profiles of the tested isolates provide valuable context for interpreting their metabolic behaviors. In particular, strains with distinct resistance patterns may adopt different stress adaptation strategies, which could influence their ability to respond to environmental cues such as elevated NaCl or the presence of a specific nutrient source. These metabolic and stress-response adaptations may, in turn, affect biofilm production, suggesting that antibiotic resistance and biofilm-forming capacity are interconnected traits that help P. aeruginosa survive under challenging conditions. The three nutritional conditions used—LB medium (CTR), low-salt medium (LB -NaCl), and yeast extract-free medium supplemented with glutamine (LB -YE/+Gln)—highlighted key strategies in the metabolic adaptability and environmental responsiveness of P. aeruginosa strains with varied origins and phenotypic characteristics. Each condition emphasized distinct aspects of physiological behavior (growth kinetics) and secondary metabolism (pyoverdine, phenazines, and biofilm production), providing valuable insights into the virulence mechanisms and environmental adaptability of P. aeruginosa . About secondary metabolism, all experimental conditions were monitored at two time points, 48 and 72 h, to assess the accumulation of pyoverdine and pyocyanin in relation to biofilm development. These time points were specifically selected to capture both the early and more advanced phases of P. aeruginosa biofilm formation. Pyoverdine, a siderophore essential for",text,1
antibiotic resistance mechanisms in bacteria,antibiotics-12-00929_chunk3,"include other increasingly resistant bacteria causing more common illnesses such as gonorrhea or salmonella food poisoning. Whereas priority 2 (high) consists of germs such as in Staphylococcus aureus (Methicillin or vancomycin resistant); Neisseria gonorrhoeae , (cephalosporin or fluoroquinolone resistant) [ 2 ], priority 3 (medium) is made up of Streptococcus pneumoniae (penicillin resistant); Haemophilus influenzae (ampicillin resistant); Shigella spp. (resistant to fluoroquinolones) [ 2 ]. Bacteria are talked to be multi-resistant (MDR) to antibiotics when, due to the accumulation of acquired resistance to more than 03 families of antibiotics, they are no longer sensitive to more than a small number of antibiotics that can be used therapeutically [ 3 ]. The high frequency, the pathogenic potential and the commensal nature expose MDR bacteria to the risk of their dissemination outside the hospital [ 4 ]. One hand, Antimicrobial resistance (AMR) can be ancient and it is considered in this case as the expected result of the interaction of many organisms with their environment [ 5 ]. Indeed, most antimicrobial compounds are naturally-produced molecules, and, as such, co-resident bacteria have evolved mechanisms to overcome their action in order to survive [ 5 ]. Other hand, in clinical settings, we are typically referring to the expression of “acquired resistance” in a bacterial population that was originally susceptible to the antimicrobial compound [ 6 ]. This can be the result of mutations in chromosomal genes or the acquisition of external genetic determinants of resistance, likely obtained from intrinsically resistant organisms present in the",text,1
antibiotic resistance mechanisms in bacteria,pharmaceuticals-19-00031_chunk25,"often acquires resistance genes through mobile genetic elements such as integrons, transposons, and integrative conjugative elements, which enable horizontal gene transfer and the rapid spread of resistance among ocular isolates [ 136 ]. 3.1.2. Staphylococcal Resistance Methicillin resistance in Staphylococcus species arises from the mecA gene, which encodes PBP2a, an altered penicillin-binding protein with reduced β-lactam affinity. This modification allows the pathogen to continue peptidoglycan synthesis even in the presence of β-lactam antibiotics [ 137 ]. This mechanism allows broad resistance to nearly all β-lactams except newer anti-MRSA agents, necessitating alternative non-β-lactam therapy such as vancomycin for ocular MRSA infections [ 138 ]. Vancomycin resistance remains rare among ocular isolates but involves two distinct mechanisms when present. Vancomycin-intermediate S. aureus (VISA) develops through cell wall thickening, which sequesters vancomycin within the outer peptidoglycan layers. In contrast, vancomycin-resistant S. aureus (VRSA) acquires vanA genes from enterococci, leading to the synthesis of D-alanyl-D-lactate peptidoglycan precursors that reduce vancomycin binding [ 139 ]. Only one case of VRSA keratitis has been documented from Eastern Europe to date, occurring as a recurrent corneal infection following penetrating keratoplasty [ 140 ]. Macrolide resistance in MRSA is typically mediated by erm genes encoding rRNA methyltransferases, msr genes encoding efflux pumps, and mph genes encoding phosphotransferases. Similar mechanisms are thought to occur in coagulase-negative staphylococci, although ocular-specific molecular data remain limited [ 141 ]. Clinically, surveillance studies reveal high erythromycin resistance rates—71.1% in pediatric ocular MRSA infections—and widespread azithromycin resistance, reported in up to 92.2% of methicillin-resistant",text,1
antibiotic resistance mechanisms in bacteria,medicines-06-00021_chunk3,"transfer via either pilus-mediated fusion or through the process of transduction. Resistance induced by antibiotic alteration is observed where genetic mutation leads to the production of antibiotic deactivating enzymes. Additionally, genetic mutations may induce active-site receptor tampering targeted by the antibiotic treatment [ 17 ]. In gram-negative bacteria, the predominant form of resistance occurs through the efflux pump mechanism, which leads to limited bioavailability of the antibiotic. This mode of resistance results in poor antibiotic efficacy [ 18 ]. Even more alarming is the antibiotic resistance towards gram-negative bacteria. Urinary tract infection (UTI), spontaneous bacterial peritonitis (SBP) and bloodstream infection (BSI) are some of the most common and widespread health-related issues globally [ 19 , 20 , 21 , 22 , 23 ]. The challenge faced by researchers is gaining access the gram-negative bacterial cell, bypassing the hurdles via efflux pump and passage through the formidable double membrane permeability barrier. The framework of gram-negative bacteria, consisting of the outer membrane (OM), cytoplasmic membrane (CM), and a range of efflux pumps operating synergistically, reinforces its capability to debilitate antibiotic efficacy. A result of this synchronization is that the antibiotics implemented in the treatment of gram-negative bacterial infection either fail to cross over the OM (e.g., Polymyxin); CM (e.g., β-Lactams) or expelled by the efflux pump, leaving only a diminutive concentration of the antibiotic to which the bacterial machinery develops resistance, leading to MDR [ 24 ]. The aforementioned barriers to gram-negative treatments make designing antibiotics that act by evading the OM,",text,1
